Count,Name,Position X,Position Y,Position Z,ALT,COD,MAT
1,Attribute Definition,419618.2600,4805584.8600,1466.2100,,,
1,Attribute Definition,419618.2600,4805585.2600,1466.2100,,,
1,Attribute Definition,419824.5700,4805545.1700,1497.2900,,,
1,Point,419824.4700,4805545.0700,1497.2900,,,
1,Attribute Definition,419824.3700,4805544.9700,1497.2900,,,
1,Attribute Definition,419824.5700,4805544.7700,1497.2900,,,
1,Attribute Definition,420216.3000,4805677.6700,1532.3800,,,
1,Attribute Definition,420216.3000,4805678.0700,1532.3800,,,
1,TCPOINT,419824.4700,4805545.0700,1497.2900,1497.290,,522
1,Attribute Definition,420216.1000,4805677.8700,1532.3800,,,
1,TCPOINT,421814.2700,4806477.2800,1780.5000,1780.500,,521
1,Point,419768.4700,4805540.5600,1513.1400,,,
1,TCPOINT,419768.4700,4805540.5600,1513.1400,1513.140,,520
1,Attribute Definition,419768.5700,4805540.2600,1513.1400,,,
1,Attribute Definition,419768.5700,4805540.6600,1513.1400,,,
1,Attribute Definition,421814.3700,4806477.3800,1780.5000,,,
1,Point,421814.2700,4806477.2800,1780.5000,,,
1,Attribute Definition,421814.1700,4806477.1800,1780.5000,,,
1,Attribute Definition,421814.3700,4806476.9800,1780.5000,,,
1,Point,420216.2000,4805677.9700,1532.3800,,,
1,Attribute Definition,422229.5900,4806828.8800,1753.8100,,,
1,Attribute Definition,422229.7900,4806828.6800,1753.8100,,,
1,Point,420962.5000,4805956.1700,1650.9000,,,
1,TCPOINT,420962.5000,4805956.1700,1650.9000,1650.900,,525
1,TCPOINT,422229.6900,4806828.9800,1753.8100,1753.810,,526
1,Attribute Definition,419766.3700,4805542.8600,1513.4800,,,
1,Attribute Definition,422229.7900,4806829.0800,1753.8100,,,
1,Point,422229.6900,4806828.9800,1753.8100,,,
1,Attribute Definition,420962.6000,4805956.2700,1650.9000,,,
1,Attribute Definition,419616.4900,4805588.9500,1464.4300,,,
1,Attribute Definition,419616.4900,4805589.3500,1464.4300,,,
1,TCPOINT,420216.2000,4805677.9700,1532.3800,1532.380,,523
1,Attribute Definition,419616.2900,4805589.1500,1464.4300,,,
1,Attribute Definition,420962.4000,4805956.0700,1650.9000,,,
1,Attribute Definition,420962.6000,4805955.8700,1650.9000,,,
1,Point,419616.3900,4805589.2500,1464.4300,,,
1,TCPOINT,419616.3900,4805589.2500,1464.4300,1464.430,,524
1,Attribute Definition,419768.3700,4805540.4600,1513.1400,,,
1,Attribute Definition,419768.1800,4805541.1700,1513.2200,,,
1,Attribute Definition,419768.1800,4805541.5700,1513.2200,,,
1,TCPOINT,419822.8700,4805564.5200,1495.7100,1495.710,,514
1,Attribute Definition,419767.9800,4805541.3700,1513.2200,,,
1,Attribute Definition,420193.9500,4805672.6200,1534.8400,,,
1,Attribute Definition,420194.1500,4805672.4200,1534.8400,,,
1,Point,419768.0800,4805541.4700,1513.2200,,,
1,TCPOINT,419768.0800,4805541.4700,1513.2200,1513.220,,515
1,Point,419822.8700,4805564.5200,1495.7100,,,
1,Attribute Definition,420978.4300,4805965.0700,1657.2000,,,
1,Point,420978.3300,4805964.9700,1657.2000,,,
1,Attribute Definition,420978.2300,4805964.8700,1657.2000,,,
1,Attribute Definition,420978.4300,4805964.6700,1657.2000,,,
1,Attribute Definition,419822.9700,4805564.2200,1495.7100,,,
1,Attribute Definition,419822.9700,4805564.6200,1495.7100,,,
1,TCPOINT,420978.3300,4805964.9700,1657.2000,1657.200,,513
1,Attribute Definition,419822.7700,4805564.4200,1495.7100,,,
1,Attribute Definition,420194.1500,4805672.8200,1534.8400,,,
1,TCPOINT,421816.2600,4806474.8600,1783.1100,1783.110,,518
1,Attribute Definition,422229.1200,4806826.3900,1753.7100,,,
1,Attribute Definition,421816.3600,4806474.9600,1783.1100,,,
1,Point,421816.2600,4806474.8600,1783.1100,,,
1,Point,422229.2200,4806826.4900,1753.7100,,,
1,TCPOINT,422229.2200,4806826.4900,1753.7100,1753.710,,519
1,Attribute Definition,422229.3200,4806826.1900,1753.7100,,,
1,Attribute Definition,422229.3200,4806826.5900,1753.7100,,,
1,Attribute Definition,421816.3600,4806474.5600,1783.1100,,,
1,Attribute Definition,419616.5300,4805587.6100,1465.2300,,,
1,Attribute Definition,419616.7300,4805587.4100,1465.2300,,,
1,Point,420194.0500,4805672.7200,1534.8400,,,
1,TCPOINT,420194.0500,4805672.7200,1534.8400,1534.840,,516
1,TCPOINT,419616.6300,4805587.7100,1465.2300,1465.230,,517
1,Attribute Definition,421816.1600,4806474.7600,1783.1100,,,
1,Attribute Definition,419616.7300,4805587.8100,1465.2300,,,
1,Point,419616.6300,4805587.7100,1465.2300,,,
1,Point,422226.2600,4806824.8000,1753.5000,,,
1,Point,419619.1100,4805587.8700,1465.1600,,,
1,TCPOINT,419619.1100,4805587.8700,1465.1600,1465.160,,479
1,Attribute Definition,419619.2100,4805587.5700,1465.1600,,,
1,Attribute Definition,419619.2100,4805587.9700,1465.1600,,,
1,Attribute Definition,421013.7800,4805984.8000,1663.8200,,,
1,Point,421013.6800,4805984.7000,1663.8200,,,
1,Attribute Definition,421013.5800,4805984.6000,1663.8200,,,
1,Attribute Definition,421013.7800,4805984.4000,1663.8200,,,
1,Attribute Definition,419619.0100,4805587.7700,1465.1600,,,
1,TCPOINT,422225.2300,4806821.3200,1753.8900,1753.890,,477
1,Attribute Definition,421849.7300,4806482.6000,1790.8900,,,
1,Attribute Definition,422225.3300,4806821.4200,1753.8900,,,
1,Point,422225.2300,4806821.3200,1753.8900,,,
1,Point,421849.8300,4806482.7000,1790.8900,,,
1,TCPOINT,421849.8300,4806482.7000,1790.8900,1790.890,,478
1,Attribute Definition,421849.9300,4806482.4000,1790.8900,,,
1,Attribute Definition,421849.9300,4806482.8000,1790.8900,,,
1,TCPOINT,421013.6800,4805984.7000,1663.8200,1663.820,,480
1,Attribute Definition,419768.9200,4805541.2800,1512.7600,,,
1,Attribute Definition,419768.9200,4805541.6800,1512.7600,,,
1,TCPOINT,420166.8800,4805632.0600,1556.0700,1556.070,,482
1,Attribute Definition,419768.7200,4805541.4800,1512.7600,,,
1,Attribute Definition,422224.7100,4806822.8900,1753.7200,,,
1,Attribute Definition,422224.9100,4806822.6900,1753.7200,,,
1,Point,419768.8200,4805541.5800,1512.7600,,,
1,TCPOINT,419768.8200,4805541.5800,1512.7600,1512.760,,483
1,Point,420166.8800,4805632.0600,1556.0700,,,
1,Attribute Definition,419813.4400,4805571.6000,1496.8000,,,
1,Point,419813.3400,4805571.5000,1496.8000,,,
1,Attribute Definition,419813.2400,4805571.4000,1496.8000,,,
1,Attribute Definition,419813.4400,4805571.2000,1496.8000,,,
1,Attribute Definition,420166.9800,4805631.7600,1556.0700,,,
1,Attribute Definition,420166.9800,4805632.1600,1556.0700,,,
1,TCPOINT,419813.3400,4805571.5000,1496.8000,1496.800,,481
1,Attribute Definition,420166.7800,4805631.9600,1556.0700,,,
1,Attribute Definition,422225.3300,4806821.0200,1753.8900,,,
1,Attribute Definition,421843.3600,4806477.5800,1789.7100,,,
1,Point,421843.2600,4806477.4800,1789.7100,,,
1,Attribute Definition,421843.1600,4806477.3800,1789.7100,,,
1,Attribute Definition,421843.3600,4806477.1800,1789.7100,,,
1,Attribute Definition,421036.4100,4805997.0000,1661.7900,,,
1,Attribute Definition,421036.4100,4805997.4000,1661.7900,,,
1,TCPOINT,421843.2600,4806477.4800,1789.7100,1789.710,,472
1,Attribute Definition,421036.2100,4805997.2000,1661.7900,,,
1,TCPOINT,419620.6300,4805587.0500,1465.4400,1465.440,,471
1,Point,422224.3900,4806821.6900,1753.9500,,,
1,TCPOINT,422224.3900,4806821.6900,1753.9500,1753.950,,470
1,Attribute Definition,422224.4900,4806821.3900,1753.9500,,,
1,Attribute Definition,422224.4900,4806821.7900,1753.9500,,,
1,Attribute Definition,419620.7300,4805587.1500,1465.4400,,,
1,Point,419620.6300,4805587.0500,1465.4400,,,
1,Attribute Definition,419620.5300,4805586.9500,1465.4400,,,
1,Attribute Definition,419620.7300,4805586.7500,1465.4400,,,
1,Point,421036.3100,4805997.3000,1661.7900,,,
1,Attribute Definition,420159.7300,4805636.9800,1551.3800,,,
1,Attribute Definition,420159.9300,4805636.7800,1551.3800,,,
1,Point,419769.8600,4805540.9000,1512.6900,,,
1,TCPOINT,419769.8600,4805540.9000,1512.6900,1512.690,,475
1,TCPOINT,420159.8300,4805637.0800,1551.3800,1551.380,,476
1,Attribute Definition,422225.1300,4806821.2200,1753.8900,,,
1,Attribute Definition,420159.9300,4805637.1800,1551.3800,,,
1,Point,420159.8300,4805637.0800,1551.3800,,,
1,Attribute Definition,419769.9600,4805541.0000,1512.6900,,,
1,Attribute Definition,419805.7400,4805577.2800,1496.7000,,,
1,Attribute Definition,419805.7400,4805577.6800,1496.7000,,,
1,TCPOINT,421036.3100,4805997.3000,1661.7900,1661.790,,473
1,Attribute Definition,419805.5400,4805577.4800,1496.7000,,,
1,Attribute Definition,419769.7600,4805540.8000,1512.6900,,,
1,Attribute Definition,419769.9600,4805540.6000,1512.6900,,,
1,Point,419805.6400,4805577.5800,1496.7000,,,
1,TCPOINT,419805.6400,4805577.5800,1496.7000,1496.700,,474
1,TCPOINT,420997.5300,4805975.7200,1666.3000,1666.300,,493
1,Attribute Definition,421843.5300,4806475.6900,1792.5300,,,
1,Attribute Definition,420997.6300,4805975.8200,1666.3000,,,
1,Point,420997.5300,4805975.7200,1666.3000,,,
1,Point,421843.6300,4806475.7900,1792.5300,,,
1,TCPOINT,421843.6300,4806475.7900,1792.5300,1792.530,,494
1,Attribute Definition,421843.7300,4806475.4900,1792.5300,,,
1,Attribute Definition,421843.7300,4806475.8900,1792.5300,,,
1,Attribute Definition,420997.6300,4805975.4200,1666.3000,,,
1,Attribute Definition,419619.7100,4805585.9700,1465.9500,,,
1,Attribute Definition,419619.9100,4805585.7700,1465.9500,,,
1,Point,422226.7600,4806823.9500,1753.5900,,,
1,TCPOINT,422226.7600,4806823.9500,1753.5900,1753.590,,491
1,TCPOINT,419619.8100,4805586.0700,1465.9500,1465.950,,492
1,Attribute Definition,420997.4300,4805975.6200,1666.3000,,,
1,Attribute Definition,419619.9100,4805586.1700,1465.9500,,,
1,Point,419619.8100,4805586.0700,1465.9500,,,
1,Attribute Definition,419806.5200,4805559.7700,1498.9200,,,
1,Attribute Definition,419767.2400,4805543.4900,1513.0200,,,
1,Point,419767.1400,4805543.3900,1513.0200,,,
1,Attribute Definition,419767.0400,4805543.2900,1513.0200,,,
1,Attribute Definition,419767.2400,4805543.0900,1513.0200,,,
1,Attribute Definition,422226.3600,4806824.5000,1753.5000,,,
1,Attribute Definition,422226.3600,4806824.9000,1753.5000,,,
1,TCPOINT,419767.1400,4805543.3900,1513.0200,1513.020,,497
1,Attribute Definition,422226.1600,4806824.7000,1753.5000,,,
1,TCPOINT,420177.2200,4805637.1800,1553.4300,1553.430,,496
1,Point,419806.6200,4805559.8700,1498.9200,,,
1,TCPOINT,419806.6200,4805559.8700,1498.9200,1498.920,,495
1,Attribute Definition,419806.7200,4805559.5700,1498.9200,,,
1,Attribute Definition,419806.7200,4805559.9700,1498.9200,,,
1,Attribute Definition,420177.3200,4805637.2800,1553.4300,,,
1,Point,420177.2200,4805637.1800,1553.4300,,,
1,Attribute Definition,420177.1200,4805637.0800,1553.4300,,,
1,Attribute Definition,420177.3200,4805636.8800,1553.4300,,,
1,Attribute Definition,422226.8600,4806824.0500,1753.5900,,,
1,Point,419816.1600,4805562.1700,1497.6700,,,
1,TCPOINT,419816.1600,4805562.1700,1497.6700,1497.670,,486
1,Attribute Definition,419816.2600,4805561.8700,1497.6700,,,
1,Attribute Definition,419816.2600,4805562.2700,1497.6700,,,
1,Attribute Definition,421013.7700,4805984.7600,1663.8200,,,
1,Point,421013.6700,4805984.6600,1663.8200,,,
1,Attribute Definition,421013.5700,4805984.5600,1663.8200,,,
1,Attribute Definition,421013.7700,4805984.3600,1663.8200,,,
1,Attribute Definition,419816.0600,4805562.0700,1497.6700,,,
1,TCPOINT,422224.8100,4806822.9900,1753.7200,1753.720,,484
1,Attribute Definition,419618.1300,4805586.7800,1465.7100,,,
1,Attribute Definition,422224.9100,4806823.0900,1753.7200,,,
1,Point,422224.8100,4806822.9900,1753.7200,,,
1,Point,419618.2300,4805586.8800,1465.7100,,,
1,TCPOINT,419618.2300,4805586.8800,1465.7100,1465.710,,485
1,Attribute Definition,419618.3300,4805586.5800,1465.7100,,,
1,Attribute Definition,419618.3300,4805586.9800,1465.7100,,,
1,TCPOINT,421013.6700,4805984.6600,1663.8200,1663.820,,487
1,Attribute Definition,419767.9700,4805542.1600,1512.8600,,,
1,Attribute Definition,419767.9700,4805542.5600,1512.8600,,,
1,TCPOINT,421850.9700,4806479.9300,1792.4800,1792.480,,489
1,Attribute Definition,419767.7700,4805542.3600,1512.8600,,,
1,Attribute Definition,422226.6600,4806823.8500,1753.5900,,,
1,Attribute Definition,422226.8600,4806823.6500,1753.5900,,,
1,Point,419767.8700,4805542.4600,1512.8600,,,
1,TCPOINT,419767.8700,4805542.4600,1512.8600,1512.860,,490
1,Point,421850.9700,4806479.9300,1792.4800,,,
1,Attribute Definition,420176.3600,4805633.8000,1554.7000,,,
1,Point,420176.2600,4805633.7000,1554.7000,,,
1,Attribute Definition,420176.1600,4805633.6000,1554.7000,,,
1,Attribute Definition,420176.3600,4805633.4000,1554.7000,,,
1,Attribute Definition,421851.0700,4806479.6300,1792.4800,,,
1,Attribute Definition,421851.0700,4806480.0300,1792.4800,,,
1,TCPOINT,420176.2600,4805633.7000,1554.7000,1554.700,,488
1,Attribute Definition,421850.8700,4806479.8300,1792.4800,,,
1,Attribute Definition,421992.9500,4806644.2300,1823.3100,,,
1,Attribute Definition,421992.9500,4806644.6300,1823.3100,,,
1,TCPOINT,420244.9500,4805672.3600,1534.9800,1534.980,,564
1,Attribute Definition,421992.7500,4806644.4300,1823.3100,,,
1,Attribute Definition,419763.7200,4805542.4800,1515.1000,,,
1,Attribute Definition,419763.9200,4805542.2800,1515.1000,,,
1,Point,421992.8500,4806644.5300,1823.3100,,,
1,TCPOINT,421992.8500,4806644.5300,1823.3100,1823.310,,565
1,Point,420244.9500,4805672.3600,1534.9800,,,
1,Attribute Definition,419833.5500,4805580.3100,1490.1900,,,
1,Point,419833.4500,4805580.2100,1490.1900,,,
1,Attribute Definition,419833.3500,4805580.1100,1490.1900,,,
1,Attribute Definition,419833.5500,4805579.9100,1490.1900,,,
1,Attribute Definition,420245.0500,4805672.0600,1534.9800,,,
1,Attribute Definition,420245.0500,4805672.4600,1534.9800,,,
1,TCPOINT,419833.4500,4805580.2100,1490.1900,1490.190,,563
1,Attribute Definition,420244.8500,4805672.2600,1534.9800,,,
1,Attribute Definition,419763.9200,4805542.6800,1515.1000,,,
1,TCPOINT,422233.6500,4806832.7100,1753.9100,1753.910,,568
1,Attribute Definition,420234.0900,4805684.1700,1529.3400,,,
1,Attribute Definition,422233.7500,4806832.8100,1753.9100,,,
1,Point,422233.6500,4806832.7100,1753.9100,,,
1,Point,420234.1900,4805684.2700,1529.3400,,,
1,TCPOINT,420234.1900,4805684.2700,1529.3400,1529.340,,569
1,Attribute Definition,420234.2900,4805683.9700,1529.3400,,,
1,Attribute Definition,420234.2900,4805684.3700,1529.3400,,,
1,Attribute Definition,422233.7500,4806832.4100,1753.9100,,,
1,Attribute Definition,420902.7800,4805923.2500,1617.7800,,,
1,Attribute Definition,420902.9800,4805923.0500,1617.7800,,,
1,Point,419763.8200,4805542.5800,1515.1000,,,
1,TCPOINT,419763.8200,4805542.5800,1515.1000,1515.100,,566
1,TCPOINT,420902.8800,4805923.3500,1617.7800,1617.780,,567
1,Attribute Definition,422233.5500,4806832.6100,1753.9100,,,
1,Attribute Definition,420902.9800,4805923.4500,1617.7800,,,
1,Point,420902.8800,4805923.3500,1617.7800,,,
1,TCPOINT,419611.4300,4805586.3900,1466.6000,1466.600,,562
1,Attribute Definition,419611.3700,4805584.6900,1467.2900,,,
1,Attribute Definition,419611.5700,4805584.4900,1467.2900,,,
1,Point,421794.2300,4806441.1000,1790.0800,,,
1,TCPOINT,421794.2300,4806441.1000,1790.0800,1790.080,,557
1,TCPOINT,419611.4700,4805584.7900,1467.2900,1467.290,,558
1,Attribute Definition,420909.1300,4805926.3600,1617.2000,,,
1,Attribute Definition,419611.5700,4805584.8900,1467.2900,,,
1,Point,419611.4700,4805584.7900,1467.2900,,,
1,Attribute Definition,421794.3300,4806441.2000,1790.0800,,,
1,Attribute Definition,420243.2300,4805660.9600,1539.5700,,,
1,Attribute Definition,420243.2300,4805661.3600,1539.5700,,,
1,TCPOINT,419853.0200,4805580.6700,1488.9300,1488.930,,555
1,Attribute Definition,420243.0300,4805661.1600,1539.5700,,,
1,Attribute Definition,421794.1300,4806441.0000,1790.0800,,,
1,Attribute Definition,421794.3300,4806440.8000,1790.0800,,,
1,Point,420243.1300,4805661.2600,1539.5700,,,
1,TCPOINT,420243.1300,4805661.2600,1539.5700,1539.570,,556
1,Attribute Definition,420909.3300,4805926.1600,1617.2000,,,
1,Point,422233.7200,4806831.2400,1754.1300,,,
1,TCPOINT,422233.7200,4806831.2400,1754.1300,1754.130,,561
1,Attribute Definition,422233.8200,4806830.9400,1754.1300,,,
1,Attribute Definition,422233.8200,4806831.3400,1754.1300,,,
1,Attribute Definition,419611.5300,4805586.4900,1466.6000,,,
1,Point,419611.4300,4805586.3900,1466.6000,,,
1,Attribute Definition,419611.3300,4805586.2900,1466.6000,,,
1,Attribute Definition,419611.5300,4805586.0900,1466.6000,,,
1,Attribute Definition,422233.6200,4806831.1400,1754.1300,,,
1,TCPOINT,420909.2300,4805926.4600,1617.2000,1617.200,,559
1,Attribute Definition,419763.1300,4805543.6000,1515.0100,,,
1,Attribute Definition,420909.3300,4805926.5600,1617.2000,,,
1,Point,420909.2300,4805926.4600,1617.2000,,,
1,Point,419763.2300,4805543.7000,1515.0100,,,
1,TCPOINT,419763.2300,4805543.7000,1515.0100,1515.010,,560
1,Attribute Definition,419763.3300,4805543.4000,1515.0100,,,
1,Attribute Definition,419763.3300,4805543.8000,1515.0100,,,
1,Attribute Definition,419611.2600,4805583.8900,1466.4000,,,
1,Point,419611.1600,4805583.7900,1466.4000,,,
1,Attribute Definition,419611.0600,4805583.6900,1466.4000,,,
1,Attribute Definition,419611.2600,4805583.4900,1466.4000,,,
1,Attribute Definition,420897.1800,4805908.2200,1625.2700,,,
1,Attribute Definition,420897.1800,4805908.6200,1625.2700,,,
1,TCPOINT,419611.1600,4805583.7900,1466.4000,1466.400,,579
1,Attribute Definition,420896.9800,4805908.4200,1625.2700,,,
1,TCPOINT,421803.8300,4806423.6600,1800.1900,1800.190,,578
1,Point,419763.0300,4805541.6800,1515.5200,,,
1,TCPOINT,419763.0300,4805541.6800,1515.5200,1515.520,,577
1,Attribute Definition,419763.1300,4805541.3800,1515.5200,,,
1,Attribute Definition,419763.1300,4805541.7800,1515.5200,,,
1,Attribute Definition,421803.9300,4806423.7600,1800.1900,,,
1,Point,421803.8300,4806423.6600,1800.1900,,,
1,Attribute Definition,421803.7300,4806423.5600,1800.1900,,,
1,Attribute Definition,421803.9300,4806423.3600,1800.1900,,,
1,Point,420897.0800,4805908.5200,1625.2700,,,
1,Attribute Definition,420247.2700,4805689.9700,1527.8600,,,
1,Attribute Definition,420247.4700,4805689.7700,1527.8600,,,
1,Point,422234.8900,4806834.2100,1753.9300,,,
1,TCPOINT,422234.8900,4806834.2100,1753.9300,1753.930,,582
1,TCPOINT,420247.3700,4805690.0700,1527.8600,1527.860,,583
1,Attribute Definition,421807.5600,4806419.4700,1802.9400,,,
1,Attribute Definition,420247.4700,4805690.1700,1527.8600,,,
1,Point,420247.3700,4805690.0700,1527.8600,,,
1,Attribute Definition,422234.9900,4806834.3100,1753.9300,,,
1,Attribute Definition,419868.6300,4805593.6400,1488.1900,,,
1,Attribute Definition,419868.6300,4805594.0400,1488.1900,,,
1,TCPOINT,420897.0800,4805908.5200,1625.2700,1625.270,,580
1,Attribute Definition,419868.4300,4805593.8400,1488.1900,,,
1,Attribute Definition,422234.7900,4806834.1100,1753.9300,,,
1,Attribute Definition,422234.9900,4806833.9100,1753.9300,,,
1,Point,419868.5300,4805593.9400,1488.1900,,,
1,TCPOINT,419868.5300,4805593.9400,1488.1900,1488.190,,581
1,Attribute Definition,419762.9300,4805541.5800,1515.5200,,,
1,Attribute Definition,419849.0500,4805581.3800,1489.3600,,,
1,Attribute Definition,419849.0500,4805581.7800,1489.3600,,,
1,TCPOINT,421800.7700,4806428.1900,1797.5400,1797.540,,571
1,Attribute Definition,419848.8500,4805581.5800,1489.3600,,,
1,Attribute Definition,420897.0100,4805908.3300,1625.2200,,,
1,Attribute Definition,420897.2100,4805908.1300,1625.2200,,,
1,Point,419848.9500,4805581.6800,1489.3600,,,
1,TCPOINT,419848.9500,4805581.6800,1489.3600,1489.360,,572
1,Point,421800.7700,4806428.1900,1797.5400,,,
1,Attribute Definition,419610.3600,4805585.5300,1466.6700,,,
1,Point,419610.2600,4805585.4300,1466.6700,,,
1,Attribute Definition,419610.1600,4805585.3300,1466.6700,,,
1,Attribute Definition,419610.3600,4805585.1300,1466.6700,,,
1,Attribute Definition,421800.8700,4806427.8900,1797.5400,,,
1,Attribute Definition,421800.8700,4806428.2900,1797.5400,,,
1,TCPOINT,419610.2600,4805585.4300,1466.6700,1466.670,,570
1,Attribute Definition,421800.6700,4806428.0900,1797.5400,,,
1,Attribute Definition,420897.2100,4805908.5300,1625.2200,,,
1,TCPOINT,422234.9900,4806832.7600,1754.0600,1754.060,,575
1,Attribute Definition,420245.5500,4805689.5500,1528.0200,,,
1,Attribute Definition,422235.0900,4806832.8600,1754.0600,,,
1,Point,422234.9900,4806832.7600,1754.0600,,,
1,Point,420245.6500,4805689.6500,1528.0200,,,
1,TCPOINT,420245.6500,4805689.6500,1528.0200,1528.020,,576
1,Attribute Definition,420245.7500,4805689.3500,1528.0200,,,
1,Attribute Definition,420245.7500,4805689.7500,1528.0200,,,
1,Attribute Definition,422235.0900,4806832.4600,1754.0600,,,
1,Attribute Definition,419763.2300,4805542.2900,1515.3300,,,
1,Attribute Definition,419763.4300,4805542.0900,1515.3300,,,
1,Point,420897.1100,4805908.4300,1625.2200,,,
1,TCPOINT,420897.1100,4805908.4300,1625.2200,1625.220,,573
1,TCPOINT,419763.3300,4805542.3900,1515.3300,1515.330,,574
1,Attribute Definition,422234.8900,4806832.6600,1754.0600,,,
1,Attribute Definition,419763.4300,4805542.4900,1515.3300,,,
1,Point,419763.3300,4805542.3900,1515.3300,,,
1,Point,419853.0200,4805580.6700,1488.9300,,,
1,Point,419766.7600,4805542.3600,1513.4800,,,
1,TCPOINT,419766.7600,4805542.3600,1513.4800,1513.480,,536
1,Attribute Definition,419766.8600,4805542.0600,1513.4800,,,
1,Attribute Definition,419766.8600,4805542.4600,1513.4800,,,
1,Attribute Definition,419826.0400,4805564.8000,1493.3500,,,
1,Point,419825.9400,4805564.7000,1493.3500,,,
1,Attribute Definition,419825.8400,4805564.6000,1493.3500,,,
1,Attribute Definition,419826.0400,4805564.4000,1493.3500,,,
1,Attribute Definition,419766.6600,4805542.2600,1513.4800,,,
1,TCPOINT,420223.3600,4805657.4800,1541.9200,1541.920,,534
1,Attribute Definition,421798.1100,4806462.6800,1784.2300,,,
1,Attribute Definition,420223.4600,4805657.5800,1541.9200,,,
1,Point,420223.3600,4805657.4800,1541.9200,,,
1,Point,421798.2100,4806462.7800,1784.2300,,,
1,TCPOINT,421798.2100,4806462.7800,1784.2300,1784.230,,535
1,Attribute Definition,421798.3100,4806462.4800,1784.2300,,,
1,Attribute Definition,421798.3100,4806462.8800,1784.2300,,,
1,TCPOINT,419825.9400,4805564.7000,1493.3500,1493.350,,537
1,Attribute Definition,422230.8500,4806829.6000,1753.8500,,,
1,Attribute Definition,422230.8500,4806830.0000,1753.8500,,,
1,TCPOINT,420947.7400,4805947.8900,1640.4000,1640.400,,539
1,Attribute Definition,422230.6500,4806829.8000,1753.8500,,,
1,Attribute Definition,419614.7000,4805586.4100,1466.6400,,,
1,Attribute Definition,419614.9000,4805586.2100,1466.6400,,,
1,Point,422230.7500,4806829.9000,1753.8500,,,
1,TCPOINT,422230.7500,4806829.9000,1753.8500,1753.850,,540
1,Point,420947.7400,4805947.8900,1640.4000,,,
1,Attribute Definition,419614.9900,4805587.9000,1465.3400,,,
1,Point,419614.8900,4805587.8000,1465.3400,,,
1,Attribute Definition,419614.7900,4805587.7000,1465.3400,,,
1,Attribute Definition,419614.9900,4805587.5000,1465.3400,,,
1,Attribute Definition,420947.8400,4805947.5900,1640.4000,,,
1,Attribute Definition,420947.8400,4805947.9900,1640.4000,,,
1,TCPOINT,419614.8900,4805587.8000,1465.3400,1465.340,,538
1,Attribute Definition,420947.6400,4805947.7900,1640.4000,,,
1,Attribute Definition,420223.4600,4805657.1800,1541.9200,,,
1,Attribute Definition,421805.8900,4806468.9700,1781.1800,,,
1,Point,421805.7900,4806468.8700,1781.1800,,,
1,Attribute Definition,421805.6900,4806468.7700,1781.1800,,,
1,Attribute Definition,421805.8900,4806468.5700,1781.1800,,,
1,Attribute Definition,419834.6900,4805546.7500,1491.4500,,,
1,Attribute Definition,419834.6900,4805547.1500,1491.4500,,,
1,TCPOINT,421805.7900,4806468.8700,1781.1800,1781.180,,529
1,Attribute Definition,419834.4900,4805546.9500,1491.4500,,,
1,TCPOINT,420221.4100,4805666.3200,1537.0600,1537.060,,528
1,Point,419766.4700,4805542.9600,1513.4800,,,
1,TCPOINT,419766.4700,4805542.9600,1513.4800,1513.480,,527
1,Attribute Definition,419766.5700,4805542.6600,1513.4800,,,
1,Attribute Definition,419766.5700,4805543.0600,1513.4800,,,
1,Attribute Definition,420221.5100,4805666.4200,1537.0600,,,
1,Point,420221.4100,4805666.3200,1537.0600,,,
1,Attribute Definition,420221.3100,4805666.2200,1537.0600,,,
1,Attribute Definition,420221.5100,4805666.0200,1537.0600,,,
1,Point,419834.5900,4805547.0500,1491.4500,,,
1,Attribute Definition,422230.7100,4806828.4200,1754.0200,,,
1,Attribute Definition,422230.9100,4806828.2200,1754.0200,,,
1,Point,420958.5500,4805954.0000,1646.0500,,,
1,TCPOINT,420958.5500,4805954.0000,1646.0500,1646.050,,532
1,TCPOINT,422230.8100,4806828.5200,1754.0200,1754.020,,533
1,Attribute Definition,420223.2600,4805657.3800,1541.9200,,,
1,Attribute Definition,422230.9100,4806828.6200,1754.0200,,,
1,Point,422230.8100,4806828.5200,1754.0200,,,
1,Attribute Definition,420958.6500,4805954.1000,1646.0500,,,
1,Attribute Definition,419615.5700,4805589.2300,1463.9200,,,
1,Attribute Definition,419615.5700,4805589.6300,1463.9200,,,
1,TCPOINT,419834.5900,4805547.0500,1491.4500,1491.450,,530
1,Attribute Definition,419615.3700,4805589.4300,1463.9200,,,
1,Attribute Definition,420958.4500,4805953.9000,1646.0500,,,
1,Attribute Definition,420958.6500,4805953.7000,1646.0500,,,
1,Point,419615.4700,4805589.5300,1463.9200,,,
1,TCPOINT,419615.4700,4805589.5300,1463.9200,1463.920,,531
1,TCPOINT,421781.8500,4806450.7200,1787.2800,1787.280,,550
1,Attribute Definition,419613.4900,4805584.8500,1467.1200,,,
1,Attribute Definition,421781.9500,4806450.8200,1787.2800,,,
1,Point,421781.8500,4806450.7200,1787.2800,,,
1,Point,419613.5900,4805584.9500,1467.1200,,,
1,TCPOINT,419613.5900,4805584.9500,1467.1200,1467.120,,551
1,Attribute Definition,419613.6900,4805584.6500,1467.1200,,,
1,Attribute Definition,419613.6900,4805585.0500,1467.1200,,,
1,Attribute Definition,421781.9500,4806450.4200,1787.2800,,,
